datasetkey,citations
624fdce7-2e94-4d68-9fe1-8208d399449a,0
19d82844-0ce4-4edd-9bd7-e4a8b62fc533,0
26772fe3-789c-4e55-8d59-8f37eed48e3f,0
3aa0ff0e-f235-4efb-94f0-15ba44ff5e0d,0
e595b16d-acf9-43ef-8eca-d9fbc4a5a3fd,0
32c9c6da-ffc8-4d44-bbb2-6de489ade3da,0
345d4cae-dee0-415b-ae42-af4058556e91,0
94adad5f-fb11-426f-93e0-3dd02f3ccd1d,0
08595a87-8668-421b-b045-8b1b50215583,0
55a052c5-3cea-49f6-a525-d06d9f02dba8,0
23cdb7f0-a1e4-4821-9986-10e92c5378e4,0
cbb31bc6-2db7-43fc-a1df-26bc409fe344,0
393f8000-eb58-400a-b6b6-3d08bd231819,0
81ef62e0-0be5-43af-9c86-2cb1f69cf59e,0
39cf651f-775b-4c96-92dc-e93b70d25ced,0
3c950435-5dd7-4d15-9451-25aa5993a6b9,0
5dd7a722-ecdb-4635-a18c-5fa11116a488,0
043b2048-b9ca-4155-a91f-a90a8ada8d61,0
081ac4b3-8ae0-45e9-a851-8889a7654463,0
072a54a0-5184-4c2c-866d-68f53cae5580,0
7a9ed87a-e763-40d9-a2b1-47f413fa62b7,0
57ea6fdb-2533-44e5-b60b-736758a88d19,0
85f9137e-8aec-4e0b-9ed6-0af4dbe491e8,0
09f34cf5-1c3c-40de-a4e8-a5db55130580,0
5ad09355-e461-4b4d-94b8-0399724de71d,0
3425c768-5f26-4d6e-8156-b2863b9b7e76,0
fe388907-e2b6-44be-a9cb-a80b3924284c,0
dfd343d9-db84-4114-a6df-2b0beb8cd28e,0
14d5676a-2c54-4f94-9023-1e8dcd822aa0,0
7a3679ef-5582-4aaa-81f0-8c2545cafc81,0
a4358cde-3ef0-4e08-9142-06ca894eefa4,0
de4f2e41-d1c5-47c8-98af-548b7f9842bb,0
3c3020b4-6113-43db-b702-94b76aa5ed71,0
64d7725a-4743-461a-ac17-956bffef577b,0
8914bb90-1af0-4a6e-b7be-0b8dce1401a5,0
d14d28e6-0fac-4cb5-92e9-bf6a0aadb8bf,0
46090fec-fafb-44c1-aa10-2de851fcff41,0
fa9028ea-da44-4cc9-af9e-ba2ff3c8b20d,0
400f4b97-40ca-49b4-babd-28b8704dda13,0
a62873a2-c4e1-4c6d-9baa-5c5fb94e7348,0
54dd1589-f730-4c64-a891-06f2f25f71b1,0
083a4342-39f7-4fe0-a03c-d14ab3b9c5e2,1
6863b877-72b3-41cc-b757-481f14f18c0d,0
8868480c-dfe4-41b9-898a-3d724ebf2ecd,0
6f6af3d0-601d-47dc-849d-8ad21170e570,0
c16b18d9-fad7-4700-8f8e-a0e59272069c,0
45b032fa-620b-4c33-ac85-c72521c0a41e,0
69bbc9fb-a432-4945-bb4f-654bff3bc2de,0
0f0caa27-e7e0-4d18-b8db-71dda024e1d8,0
e4d748d4-3d0a-4863-837e-c7e499728793,0
627475fb-1f23-40a1-9ca1-eea335a3aac9,0
efb5daef-0851-446b-9afd-caec0f023768,0
588a6d6b-da58-4d99-8d98-84b4e6f4332f,0
958892f6-fa60-40ab-8906-939922aa7d7d,0
e17780b8-4e8a-466c-9562-b4cda3d2e175,0
26464cf9-5139-4f0c-90ea-39e1aeb0ff36,0
8328e658-cb0a-407a-ae78-5e906598ac92,0
5cea921a-a1ad-4189-bfe7-257d16ed443e,0
15e7fe6a-b900-480c-8b2a-8099a5a795fb,0
47ec4d0f-ab42-4485-a21f-311aea8fda9a,0
8b3801e8-36ec-4ce6-a50d-4ae38ab39e05,0
fb6237a7-46ad-461f-8275-db28be7d02f8,0
690418a8-e475-4bd8-a604-02f244cd641a,0
1a493848-d6ad-44a0-a0ae-4c9f9e70177b,0
b3389edb-0c16-44bb-a82c-cd7736b59b01,0
23c0a6c4-f1f4-4577-ac5c-98787c1a2d0c,0
d96d4cae-143f-4db2-b367-24704f15de56,0
7aaca3df-0829-45e9-8140-6caebe717544,0
7f780c9d-1404-451c-9d99-36d6fdcc1ff8,0
076ab8e1-1a46-4c48-86ae-4c1de532a84a,0
35113d62-0ccc-4e15-a673-8893bf800658,0
027a6d81-afc5-4135-81f6-867a2f576a01,0
b43e584b-cb99-4d35-b136-b97b461d1196,0
b45646b6-da32-4a7d-b401-7ac7149fca6d,0
c76e7c47-3439-4b09-9c4a-36ba3ff54101,0
271b9b36-b060-4f97-b438-81edb970a1a0,0
9a0d485c-a063-4065-9dd9-348556a9b7fd,0
f4013571-ec17-4e0b-95e9-10606ab51d4f,0
d7e68b70-b0ee-4914-b1b6-5fa7317ad51b,0
8706a322-fb1f-4689-873a-e03bf02c5a50,0
720025b1-ea3c-44ce-9501-5dcefa67a36e,0
20a7d0be-5166-4b11-91ca-2c535ee904e3,0
1aacfdba-5b68-4eb0-b744-dd27057e4ba9,0
aec797d2-0dcc-4944-a1b2-05aa383d88b7,0
a1540ced-2e09-452a-bd37-aee70242bf23,0
6fd34dba-e79f-4cdc-9e5a-719ffd2ae517,0
910324ed-fea3-40bd-afa2-fdd11875813b,0
3f8abc0d-c427-4d47-94d5-0ecd66ae8e5e,0
22453698-e0bd-47ab-a0d5-b20de618a048,0
a976d990-77b1-47b6-a9d6-7391c386994b,0
8777cbf2-fe5b-4293-ad7e-9ca92a7acba1,0
f7bbfdb8-89b8-4468-8abc-0b704e82d0eb,0
9ca3d5a0-a90d-4622-9a36-1b11ab2045c4,0
9ee6cfc8-8d60-41cf-a397-c973fabac388,0
d81371fe-4ba7-4884-af39-19e90cf665c3,0
ce93b7a1-6103-45fc-9858-159dae55ef7d,0
7d4b8ea4-b40f-4382-8b90-6b305a8ca220,0
a036f960-f24d-4e77-93b5-4c0749e9bf4d,0
6814e124-bb30-45c3-928e-c00985d27e4d,0
919513a5-3e40-498c-896a-f2df02dc9ceb,0
e9652853-c1cc-420d-941d-3a31924f77a5,0
fa9940cd-4d70-493f-81ad-f4fa80495a6a,0
b7dfced8-d4ec-476d-b21d-2dfb53fe2be3,0
863e06be-f610-4303-8e56-5511a266821d,0
47b43e12-37bc-4b2c-b654-0e668351cc97,0
ae6798d5-e752-4b41-9528-407a8d56361a,0
77ea8edb-7738-4577-a6be-e646b7b24a6e,0
bffdde48-a268-4132-a0ed-aefababea446,0
aea17af8-5578-4b04-b5d3-7adf0c5a1e60,0
7b84fe1d-42d0-439a-b60f-0b621f7ba93d,0
9c95b714-d716-408e-a893-860254c0a706,0
8129bd30-6a5e-4d72-b602-75355ac73182,0
7bee867f-9d6a-4fb9-ac74-0072a285c216,0
f9af6ffd-febc-4626-b2e8-809b1c60fa01,0
25f6a909-ec19-4cfa-9133-de8d7917535a,0
cd2a5dd5-423e-4214-ac9a-06c7d41b1bfb,0
1c5c3f13-749f-48dd-bcf8-d97aa3bed867,0
6d599ab8-7263-43ea-a376-ff95d4b96d99,0
24af7f17-7043-414c-9ddb-76999d63e3c0,0
0a42a21d-4646-481d-a3e0-6adb2693eb9b,0
2e4057ca-cbc5-4758-a659-86460103f7c8,0
74661c04-2e97-44f5-af3a-defc06574636,0
51ed2f5f-6fda-4cea-b379-6784d16a49ac,0
87076344-1e4c-4833-a048-18f00a8bcb08,0
3bb5a9b7-f2f7-4982-8227-060778ea53da,0
f458d7af-912b-4a43-96c8-ef7766053d74,0
a4de9576-b35f-4e05-a6f2-8d3e44ec54c3,0
9e9a5697-ed73-4b17-8ff5-66904f523e12,0
85c37051-cf1c-4eeb-88a7-0fd567aaf2e9,0
b0637f64-52a5-4938-b9e0-63f702fdecdc,0
f0da296e-e055-4860-8655-f67099f68891,0
6ca7492b-a52e-4200-ba83-d92dfbeb2ea5,0
4098c432-a6b6-4cbf-9d81-ac29ba03add9,0
06748f67-18d9-4c3e-a14c-77de1664d81b,0
71a0da97-201f-4fee-982a-d138e21a0ecb,0
dcb72bb7-896e-44b1-bd40-21f311643008,0
7ce28a72-7e1d-4649-b27b-fc770c572977,0
6a6c7cfe-460a-4186-a040-48f5dd80b4b3,0
70213048-4950-4064-b085-e13bb570ae0a,0
1aa0d238-b577-46f3-a4fb-0338c3f42ad1,0
5448cfe8-9e3b-4042-9755-e3ca16a26e77,0
d9ef4308-35e8-4b30-a375-7ece5f39f1d0,0
c12aaed8-264c-459c-b1aa-09eaeb686670,0
94a7bb14-d0bc-4082-b4eb-b300bcbdd058,0
7a23d441-2224-4f17-9775-825dd8bfc76e,0
c9b51a7c-da61-42bf-b5df-7abaea536e05,0
16b30051-6c33-4c03-9287-f99750d988cf,0
ec6be03d-946c-4cf8-ac6e-ab40440290df,0
f530d842-6e03-4335-941c-f14930921041,0
63d35c77-1116-4dc9-a30c-073ae11fde42,0
f31ec6ba-4ed8-4245-9ed0-c068cda2c03a,0
dd8ef826-0c0f-4261-b127-1d1afa7f5601,0
432b7d8c-8d5b-4f24-ae3e-28484ed728d3,0
d8c0dac0-6b03-43f4-be6d-1dc3d3d9cfa3,0
bd8949d4-319c-48c2-b39b-61cf419f7073,0
8d301420-9378-42e7-b04d-6a840759f4df,0
55a6d292-5141-40d3-89b1-d13959a1c998,0
d5f2bb15-439a-45d2-9121-beb168fcb637,0
44a69cc0-5c7d-4d47-8904-f3455c483e99,0
b8acb4ae-fb06-462a-8dc5-066deb7845d5,0
66e240a7-ae35-4f59-9ad9-c62687015ed8,0
b03dce75-cbc2-457b-8725-33885d766a05,0
5764708e-2a95-4d95-9447-2ed8a3bc46bd,0
9247c2f2-e147-46b7-893a-b003c20c4653,0
d6778c10-d853-4a65-af77-e1dd41c2974a,0
eac5c6f9-74cf-4aee-b74a-38cbd4946cee,0
dfe26e71-2ae9-4afd-bc46-d5b01eaa549a,0
d70e8517-9e55-446b-a15e-1adbe670f391,0
ce2f89cf-6558-4d2a-92dd-07316978e017,0
a6b7b555-0a99-44ad-aaef-b6024327ff38,0
6086a401-4ea7-4f8e-8709-91b53fcfd44a,0
a5faa00c-028b-4a7d-9dda-e5c39a9678f7,0
d64d995c-06c4-4541-aae0-737c86d030a9,0
de5a61e2-ef59-450d-be70-fcb241a2d567,0
22c0c715-b2a8-4c01-9719-13f79be07fdc,0
9100f482-848c-42e7-bf7c-19947885ce48,0
6af010f0-8238-4745-8309-21c3f82bd488,0
f1f64446-0980-4980-a4f0-fd56ff6e22d4,0
0ac6ab6b-29a7-48c1-bc77-40afc1dd83bf,0
426684ec-6648-4b29-bad5-6af3835d099a,0
a156f7eb-cf32-4840-aa3c-5318d78d7eff,0
185fc6f3-e76d-42ef-911f-ad0e5cdd2315,0
2b0e6993-c295-4f5e-9b8d-65ee0fd958f5,0
56fcc0ad-0790-4733-b9fb-723cc7819628,0
72bb0c4b-2d8a-4d75-bcf4-b6693c3067b6,0
f3a47394-1eb4-4889-a656-957439a1a82d,0
5e600e61-0561-4b65-b49d-e0a4c53d763a,0
81802aaa-b9cf-4367-bb10-b3eda6222f45,0
277ade22-d72b-4d01-8ed6-97de12e50edb,0
a4fb6930-b73c-45fa-af67-f869bac4ea2f,0
2fdc8f80-3f12-482e-ac28-8683d448e881,0
9b05d547-bf04-4d25-ae26-03140d447255,0
c8031f3d-0b10-46f3-a532-3b59ec8c4197,0
01816227-cd8c-4f5f-904f-e78a7c90c64c,0
2768403d-accb-40eb-bdad-abf2cf8baaea,0
e8f5bcd0-0b6c-480a-b4da-b98c468b4c8b,0
621e183b-789b-4d5e-bc43-64000219e1a8,0
7818abe0-5c49-4c0e-b76d-7ac2d9af0eab,0
5a7c4049-6179-47df-8537-a81f307a7dc2,0
624da23f-6b49-4201-ab43-e6513cf41c71,0
a134fec9-ee97-4d3e-ae3f-eb295c3267db,0
db2db3cd-5473-43be-b57a-95eff336f09c,0
c78a3da3-439d-4e92-aea8-57e1a250bb46,0
3f492afe-37c4-4bc9-b7d1-5f8d804cf5bb,0
312733bb-486b-4f4c-b8b3-260aea3285a9,0
3d49b8c0-6f9c-48b7-a5b9-7cdbc1ae898d,0
6bb8dff2-1c80-4f64-9cf0-9dda185d5bca,0
ab49358f-1755-47dd-8bbb-7a71714b545c,0
c01c0127-7427-45ae-88f7-ff725bbe0342,0
8b75c4df-e81c-40d0-8420-5c7966298bc6,0
ce20a323-b9fa-4223-924c-0fdd5f6ac36d,0
3041710b-7086-4d82-b50f-88a69663c8e4,0
fadee126-7da7-47d9-b9ac-973697ecf9f5,0
cd82a776-32fb-4b3e-83cd-0be940fa83f1,0
7a9eaff7-7f18-4b98-bd27-6bf638769191,0
2170c1a8-db15-4793-a27b-e59752f7165d,0
5b403f82-4758-4aa4-8f1e-39df79ca4e23,0
3b5d5701-9cb0-4209-8075-63ba16b5aa0c,0
70235647-7885-42a5-8d0d-b105b40ea532,0
ce2a2763-3c4d-4be7-b56d-7a8c7e27608b,0
30e2872f-238a-4af6-b502-314d4f36e7e4,0
3eef9dd7-714b-45d0-9bf4-8f3a171e41f0,0
38cbb960-e2fa-4809-a3c2-b9e9808c6f3d,0
d654851e-2f59-42b4-9711-0ad25aafa028,0
906a7ed5-7271-4df4-b5f6-01bf517cec07,0
4246cbf0-d908-4c39-be16-ac5f66610a8c,0
d49eda53-61b4-4d64-9550-16e527771945,0
40a8aeb8-cf10-40b8-878d-54e6804ae9f9,0
204130fb-8924-4601-b015-69411d9d7917,0
f7a30683-8156-49b1-b31e-d4e3be017d61,0
0e9b5647-3837-4221-b902-d855a6821341,0
fbf97019-92f1-430b-8419-6aaf68343317,0
d1406ed9-6184-4ede-918e-ec7fb427656e,0
004ef655-c4ec-4b45-8c00-23603799af15,0
2ae2997e-c6ff-40b1-917f-93227768da6f,0
35fa4b7c-bdce-4eca-bbe9-15975a28bc18,0
b0754a0c-19e8-4b00-be5d-f8cfb6ac077e,0
031676fb-d9f7-481f-ac4e-be949605c75d,0
e919e7e9-b0d2-4b77-92b4-ba3510096417,0
30dcdff1-e248-474c-b536-a139cc9800e3,0
7043056b-4747-42d4-a100-27de14f69713,0
5ea6f61c-10c6-4e2d-b714-ee777bd26d08,0
840e6a25-055f-4080-920d-6bcc5707ba89,0
e62a9840-3a2f-4f8b-9572-85485be2b102,0
4476a4d4-9771-4bc2-a804-a33865557c39,0
1d544329-f17e-43f7-9e98-8acea5c9be9d,0
7877bf57-41a5-4646-a876-3e9dd7f439d0,0
8de3a5f8-3621-40cb-94b3-6b629b410f06,0
a68baa5e-0836-455a-acdc-2a874ac60cef,0
4eddf6bc-be69-4711-b8e6-88301f143906,0
172c39ed-46c4-451f-b951-dd2d6d8c95b1,0
319abcb4-0138-4609-9d91-6b60a2e935ed,0
6f4e1328-0bba-4f1c-aa66-4c1fe1fda040,0
dc71df48-f5b0-4eb1-9be2-c632ebcb1bee,0
701da598-f9f0-4fc5-876a-5a23da88a131,0
7ad1bac1-a871-4c04-96f1-66cc99aeece7,0
59f281d4-3cb7-435e-872d-9150d7063a12,0
545dc715-f45d-4527-a67e-26092a2c3cc4,0
2e0a081e-74fb-486b-9bac-9a26b77b9441,0
5fcad13c-6e87-4afa-8c82-e12c2125ce2a,0
0223fbe1-35f8-4987-b029-29b62cdce2e6,0
7e3fec60-c933-495d-8adb-558affd04397,0
13be07c2-95db-4d0c-8b0f-78220e798023,0
8c4f27fb-b2a5-420e-b556-47f153d4a5b9,0
041c424c-c956-4e24-a13f-499839072ecc,0
c972bdea-ffd6-46e9-9d7e-2543609076fd,0
f7482a89-9b90-4604-8d8f-2be9083f2161,0
0612088b-e1ca-4f44-9915-a1745fa2e920,0
4b767a37-3a18-48a2-8007-d1ae9e507fbd,0
de1023ad-4a41-469d-b170-b8438039936d,0
07d6f722-2745-4973-b0ec-6a0007463103,0
28f94b79-38d7-4c25-ac76-cf64809114fc,0
7eded672-0e16-4774-bee3-663d8f5f98f0,0
353b7fba-63df-4cbe-86d1-bf854850edf8,0
09e41efb-1457-4b7c-8576-70a4480fd2f2,0
23fe26d8-e90c-48e4-b30e-12e10fe08578,0
679016b8-b920-4dd0-a8ff-9b20dc507106,0
c75b0c67-567d-484f-b243-6239c21055c9,0
a01f09e0-427c-4df3-bc40-4817c55c36d8,0
cca6b165-92c6-4111-a074-99ee8d2c6b60,0
1070bebf-afc9-40dd-a16e-24bd6821469d,0
111f2629-9601-418d-98a6-8e07943477a5,0
6f16f0ca-237e-493b-9f3a-84f8a051810f,0
e59dba21-0be7-4025-b90c-4119d97b7ee0,0
9a343474-037b-43c3-ba7e-1ae3622c2908,0
945157f4-faa2-44d3-baf9-594c4cba66a9,0
